centro_titularidad,centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_desc_abreviada,centro_tipo_descripcion,centro_titular,contacto_email1,contacto_fax,contacto_telefono1,contacto_telefono2,contacto_telefono3,contacto_telefono4,contacto_web,dat_codigo,dat_nombre,direccion_codigo_postal,direccion_coor_x,direccion_coor_y,direccion_numero,direccion_via_nombre,direccion_via_tipo,distrito_codigo,distrito_nombre,municipio_codigo,municipio_nombre,promedio_x,promedio_y,distancia
PÚBLICO,28044847,C.R.A. SIERRA OESTE ZARZALEJO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cra.zarzalejo@educa.madrid.org,918992361,918992682,"","","",http://www.educa.madrid.org/cra.zarzalejo,4,Madrid-Oeste,28293,401418,4488273,75,de la Estación,AVDA,"","",183,Zarzalejo,440157.3842874543,4474481.943970768,41120.9572039913
PÚBLICO,28044859,LA PALOMA,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.municipallapaloma.madrid@educa.madrid.org,913669006,913642491,"","","",http://www.educa.madrid.org/eei.municipallapaloma.madrid,5,Madrid-Capital,28005,439621,4473569,4,de Tabernillas,CALLE,01,Centro,079,Madrid,440157.3842874543,4474481.943970768,1058.8554186427461
PÚBLICO,28044860,LOS PINOS,003,EEI,ESCUELA INFANTIL,AYUNTAMIENTO,eei.lospinos.madrid@educa.madrid.org,915052557,915052557,"","","",http://www.educa.madrid.org/eei.lospinos.madrid,5,Madrid-Capital,28021,441422,4465852,4,de Rocafort,CALLE,17,Villaverde,079,Madrid,440157.3842874543,4474481.943970768,8722.109024714644
PRIVADO CONCERTADO,28044872,LICEO ROSALES,015,CPR INF-PRI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,LICEO ROSALES S.L.,cc.liceorosales.madrid@educa.madrid.org,917976602,917982959,917974120,"","",http://www.colegioliceorosales.com,5,Madrid-Capital,28021,441501,4466788,9,de Ignacio Santos Viñuelas,CALLE,17,Villaverde,079,Madrid,440264.7489361702,4474293.580851064,7606.711549985309
PÚBLICO,28044896,SIERRA NORTE,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.torrelaguna@educa.madrid.org,918485515,918485515,"","","",http://www.educa.madrid.org/cepa.torrelaguna,1,Madrid-Norte,28180,454412,4519830,2,Doctor Manuel Hidalgo Huerta,CALLE,"","",151,Torrelaguna,440157.3842874543,4474481.943970768,47535.67349625688
PÚBLICO,28044902,FRANCISCO DE QUEVEDO,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.quevedo.madrid@educa.madrid.org,913065606,913065604,913065605,"","",http://www.educa.madrid.org/ies.quevedo.madrid,5,Madrid-Capital,28037,447191,4474742,s/n,de San Román del Valle,CALLE,20,San Blas-Canillejas,079,Madrid,440157.3842874543,4474481.943970768,7038.421636283928
PRIVADO,28044914,DELPHOS,008,EIPR,ESCUELA INFANTIL PRIVADA,DELPHOS-COFA S.L.,escuelainfantildelphos@gmail.com,"",914086309,640783490,"","",http://www.escuelainfantildelphos.es,5,Madrid-Capital,28027,445076,4476912,34,del Estrecho de Corea,CALLE,15,Ciudad Lineal,079,Madrid,439602.9362934363,4476838.754826255,5473.553799094515
PÚBLICO,28044926,E.O.I. DE MADRID-MORATALAZ,080,EOI,ESCUELA OFICIAL DE IDIOMAS,COMUNIDAD DE MADRID,eoi.moratalaz.madrid@educa.madrid.org,913711740,913711749,"","","",http://www.educa.madrid.org/eoi.moratalaz.madrid,5,Madrid-Capital,28030,446275,4472184,3,de Valdebernardo,CALLE,14,Moratalaz,079,Madrid,440157.3842874543,4474481.943970768,6534.965072529001
PÚBLICO,28044938,E.O.I. DE MADRID-EMBAJADORES,080,EOI,ESCUELA OFICIAL DE IDIOMAS,COMUNIDAD DE MADRID,eoi.embajadores.madrid@educa.madrid.org,914681122,914681000,"","","",http://www.educa.madrid.org/eoi.embajadores.madrid,5,Madrid-Capital,28012,440293,4473137,68,de Embajadores,CALLE,01,Centro,079,Madrid,440157.3842874543,4474481.943970768,1351.7639978908608
PÚBLICO,28044941,E.O.I. DE MADRID-TRIBUNAL,080,EOI,ESCUELA OFICIAL DE IDIOMAS,COMUNIDAD DE MADRID,eoi.goya.madrid@educa.madrid.org,915213420,915213286,"","","",http://www.educa.madrid.org/eoi.goya.madrid,5,Madrid-Capital,28004,440630,4475105,10,de Santa Brígida,CALLE,01,Centro,079,Madrid,440157.3842874543,4474481.943970768,782.0258482350152
PRIVADO,28044951,CAN-TA-CHIMUTRI (SOL Y LUNA),004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,ASOCIACION NACIONAL PRESENCIA GITANA,presenciagitana@presenciagitana.org,913734462,913738282,649047444,913736207,"","",5,Madrid-Capital,28035,438660,4479900,6,de Ruperto Andrés,CALLE,09,Moncloa-Aravaca,079,Madrid,439602.9362934363,4476838.754826255,3203.1782446900324
PÚBLICO,28045025,LOS OLIVOS,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.losolivos.mejorada@educa.madrid.org,916681156,916794920,916794921,"","",http://www.educa.madrid.org/ies.losolivos.mejorada,3,Madrid-Este,28840,459270,4471451,1,de Joan Miró,CALLE,"","",084,Mejorada del Campo,440157.3842874543,4474481.943970768,19351.45216073931
PÚBLICO,28045037,MANUEL DE FALLA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.manueldefalla.coslada@educa.madrid.org,916691492,916691182,"","","",http://www.educa.madrid.org/ies.manueldefalla.coslada,3,Madrid-Este,28822,452943,4474151,32,de Manuel Azaña,AVDA,"","",049,Coslada,440157.3842874543,4474481.943970768,12789.898086407215
PÚBLICO,28045049,VILLAREJO DE SALVANÉS,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.villarejo@educa.madrid.org,918742210,918744960,"","","",http://www.educa.madrid.org/ies.villarejo,3,Madrid-Este,28590,475595,4447198,s/n,de Santa Elena,AVDA,"","",180,Villarejo de Salvanés,440157.3842874543,4474481.943970768,44724.02269463315
PÚBLICO,28045050,LAZARO CARDENAS,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.lazarocardenas.colladovillalba@educa.madrid.org,918518466,918514581,"","","",http://www.educa.madrid.org/ies.lazarocardenas.colladovillalba,4,Madrid-Oeste,28400,413860,4497184,153,Isla de Sálvora,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,34740.98110756873
PÚBLICO,28045062,MARIO BENEDETTI,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.mariobenedetti.rivas@educa.madrid.org,913012479,913012479,916660206,"","",http://www.educa.madrid.org/cp.mariobenedetti.rivas,3,Madrid-Este,28523,453333,4469145,s/n,de la Partija,CMNO,"","",123,Rivas-Vaciamadrid,440157.3842874543,4474481.943970768,14215.478196381422
PÚBLICO,28045074,CIUDAD DE NEJAPA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.ciudaddenejapa.trescantos@educa.madrid.org,918035367,918033835,"","","",http://www.educa.madrid.org/cp.ciudaddenejapa.trescantos,1,Madrid-Norte,28760,440699,4494689,26,de los Labradores,AVDA,"","",903,Tres Cantos,440157.3842874543,4474481.943970768,20214.31326928042
PÚBLICO,28045086,MADRID-SUR,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.madrid-sur.madrid@educa.madrid.org,917855539,917855539,"","","",http://www.educa.madrid.org/cp.madrid-sur.madrid,5,Madrid-Capital,28018,444375,4469765,133,del Puerto de Balbarán,CALLE,13,Puente de Vallecas,079,Madrid,440157.3842874543,4474481.943970768,6327.546342941699
PÚBLICO,28045098,VALDEBERNARDO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.valdebernardo.madrid@educa.madrid.org,913051773,913713523,"","","",http://www.educa.madrid.org/cp.valdebernardo.madrid,5,Madrid-Capital,28032,447544,4472752,9,del Tren de Arganda,CALLE,19,Vicálvaro,079,Madrid,440157.3842874543,4474481.943970768,7586.487845295921
PÚBLICO,28045104,MONTE DE EL PARDO,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.montepardo.madrid@educa.madrid.org,913760636,913760692,913760692,"","",http://www.educa.madrid.org/cp.montepardo.madrid,5,Madrid-Capital,28048,434405,4485440,19,de la Guardia,AVDA,08,Fuencarral-El Pardo,079,Madrid,440157.3842874543,4474481.943970768,12376.143055505772
PRIVADO,28045116,ECOLE MATERNELLE FRANÇAISE POMME D'API (FRANCES),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,"POMME D'API, S.L.",pommedapi@ecolepommedapi.com,"",913882764,"","","","",5,Madrid-Capital,28043,446491,4478585,69,de los Madroños,AVDA,16,Hortaleza,079,Madrid,439602.9362934363,4476838.754826255,7105.968887668145
PÚBLICO,28045128,LA CAÑADA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.lacanada.fuenlabrada@educa.madrid.org,914864238,914864366,"","","",http://www.educa.madrid.org/cp.lacanada.fuenlabrada,2,Madrid-Sur,28942,428547,4460588,13,de Concepción Arenal,CALLE,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,18106.427101037913
PÚBLICO,28045131,RAYUELA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.rayuela.fuenlabrada@educa.madrid.org,916064406,916064406,916977498,"","",http://www.educa.madrid.org/cp.rayuela.fuenlabrada,2,Madrid-Sur,28945,432436,4460302,15,de Murcia,CALLE,"","",058,Fuenlabrada,440157.3842874543,4474481.943970768,16145.915468893667
PRIVADO,28045141,LITTLE DUCK,008,EIPR,ESCUELA INFANTIL PRIVADA,EVA GONZALEZ BARTOLOME,administracion@escuelalittleduck.com,"",910536356,699400497,"","",https://escuelalittleduck.com,4,Madrid-Oeste,28290,423723,4488237,2,Panamá,CALLE,"","",127,"Rozas de Madrid, Las",439602.9362934363,4476838.754826255,19547.183165980525
PÚBLICO,28045153,JACINTO BENAVENTE,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.jacintobenavente.leganes@educa.madrid.org,917031777,916860723,"","","",http://www.educa.madrid.org/cp.jacintobenavente.leganes,2,Madrid-Sur,28914,435523,4465453,3,Adolfo Marsillach,CALLE,"","",074,Leganés,440157.3842874543,4474481.943970768,10148.859391629545
PÚBLICO,28045165,LA NAVATA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.lanavata.galapagar@educa.madrid.org,918586119,918583999,"","","",http://www.educa.madrid.org/cp.lanavata.galapagar,4,Madrid-Oeste,28420,416019,4494393,8,del Estanque,CALLE,"","",061,Galapagar,440157.3842874543,4474481.943970768,31290.761387477385
PÚBLICO,28045177,PROFESOR DON ENRIQUE TIERNO GALVAN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.tiernogalvan.colladovillalba@educa.madrid.org,918519067,918490808,"","","",http://www.educa.madrid.org/cp.tiernogalvan.colladovillalba,4,Madrid-Oeste,28400,415507,4497668,1,Los Almendros,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,33841.3155729778
PÚBLICO,28045268,CID CAMPEADOR LAS AGUILAS - CUATRO VIENTOS,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.cidcampeador.madrid@educa.madrid.org,915095174,917058402,"","","",http://www.educa.madrid.org/cepa.cidcampeador.madrid,5,Madrid-Capital,28044,434585,4470426,12,de Anselmo Lorenzo,CALLE,10,Latina,079,Madrid,440157.3842874543,4474481.943970768,6892.180216816383
PÚBLICO,28045271,CIUDAD LINEAL,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.ciudadlineal.madrid@educa.madrid.org,913045783,917545206,"","","",http://www.educa.madrid.org/cepa.ciudadlineal.madrid,5,Madrid-Capital,28017,446370,4475599,70,Hnos García Noblejas (acceso por Luis Campos),CALLE,15,Ciudad Lineal,079,Madrid,440157.3842874543,4474481.943970768,6312.24272063533
PÚBLICO,28045281,EL PONTON,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.colladovillalba@educa.madrid.org,918515750,918517749,"","","",http://www.educa.madrid.org/cepa.colladovillalba,4,Madrid-Oeste,28400,414740,4498048,3,Asturias,CALLE,"","",047,Collado Villalba,440157.3842874543,4474481.943970768,34661.25244114876
PÚBLICO,28045293,OPORTO,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.oporto.madrid@educa.madrid.org,914697543,915608402,"","","",http://www.educa.madrid.org/cepa.oporto.madrid,5,Madrid-Capital,28019,438475,4470883,46-48,de Oporto,AVDA,11,Carabanchel,079,Madrid,440157.3842874543,4474481.943970768,3972.759065863281
PÚBLICO,28045301,LA PALOMA,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.lapaloma.parla@educa.madrid.org,916996854,916996965,"","","",http://www.educa.madrid.org/cp.lapaloma.parla,2,Madrid-Sur,28981,434070,4454663,45,de la Paloma,CALLE,"","",106,Parla,440157.3842874543,4474481.943970768,20732.746744693
PÚBLICO,28045311,LOS ROSALES,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.losrosales.madrid@educa.madrid.org,917971397,915052034,"","","",http://www.educa.madrid.org/cepa.losrosales.madrid,5,Madrid-Capital,28021,442126,4467296,17,de Concepción de la Oliva,CALLE,17,Villaverde,079,Madrid,440157.3842874543,4474481.943970768,7450.720674853917
PÚBLICO,28045323,VICALVARO,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.vicalvaro.madrid@educa.madrid.org,913718492,913718492,"","","",http://www.educa.madrid.org/cepa.vicalvaro.madrid,5,Madrid-Capital,28032,448509,4472499,4,del Lago Como,CALLE,19,Vicálvaro,079,Madrid,440157.3842874543,4474481.943970768,8583.795885343758
PÚBLICO,28045347,DULCE CHACON,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.dulcechacon.madrid@educa.madrid.org,917630931,913811272,"","","",http://www.educa.madrid.org/cepa.dulcechacon.madrid,5,Madrid-Capital,28033,444927,4480925,2,de la Abertura,CALLE,16,Hortaleza,079,Madrid,440157.3842874543,4474481.943970768,8016.371064340051
PÚBLICO,28045359,EL BUEN GOBERNADOR,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.torrejondeardoz@educa.madrid.org,"",916780048,"","","",http://www.educa.madrid.org/cepa.torrejondeardoz,3,Madrid-Este,28850,459150,4478452,s/n,San Fernando,CALLE,"","",148,Torrejón de Ardoz,440157.3842874543,4474481.943970768,19403.113061560012
PÚBLICO,28045360,ALFAR,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.alcorcon@educa.madrid.org,916111903,916102917,"","","",http://www.educa.madrid.org/cepa.alcorcon,2,Madrid-Sur,28924,430734,4467247,1,del Cabo San Vicente,CALLE,"","",007,Alcorcón,440157.3842874543,4474481.943970768,11880.428682888078
PÚBLICO,28045372,JOSE LUIS SAMPEDRO,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.aranjuez@educa.madrid.org,918911166,918924585,"","","",http://www.educa.madrid.org/cepa.aranjuez,2,Madrid-Sur,28300,447409,4431016,23,de Loyola,AVDA,"","",013,Aranjuez,440157.3842874543,4474481.943970768,44066.701892839264
PÚBLICO,28045396,ROSALIA DE CASTRO,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.leganes@educa.madrid.org,916801717,916880885,916880429,"","",http://www.educa.madrid.org/cepa.leganes,2,Madrid-Sur,28915,435892,4465703,s/n,Roncal (c/v a Avda. de la Mancha 50),CALLE,"","",074,Leganés,440157.3842874543,4474481.943970768,9760.295096027683
PÚBLICO,28045414,GLORIA FUERTES,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.gloriafuertes.navalcarnero@educa.madrid.org,918115442,918110560,666101949,"","",http://www.educa.madrid.org/cepa.gloriafuertes.navalcarnero,2,Madrid-Sur,28600,413867,4460146,22,de la Constitución,CALLE,"","",096,Navalcarnero,440157.3842874543,4474481.943970768,29945.009526046528
PÚBLICO,28045426,RAMON Y CAJAL,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.parla@educa.madrid.org,916999323,916986430,"","","",http://www.educa.madrid.org/cepa.parla,2,Madrid-Sur,28981,434042,4454438,11,Galilea,CALLE,"","",106,Parla,440157.3842874543,4474481.943970768,20956.087776264947
PÚBLICO,28045438,HERMANOS CORREA,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.valdemoro@educa.madrid.org,918956488,918084201,"","","",http://www.educa.madrid.org/cepa.valdemoro,2,Madrid-Sur,28341,441293,4448775,"","de Cuba c/v Av. Hispanoamérica, s/n",CALLE,"","",161,Valdemoro,440157.3842874543,4474481.943970768,25732.014910666723
PÚBLICO,28045441,MANCOMUNIDAD DEL SUROESTE,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.mancomunidadsuroeste.grinon@educa.madrid.org,918149997,918103818,"","","",http://www.educa.madrid.org/cepa.mancomunidadsuroeste.grinon,2,Madrid-Sur,28970,429526,4456302,3,de la Macarena (Edificio CIDEE),CALLE,"","",073,Humanes de Madrid,440157.3842874543,4474481.943970768,21060.310886779094
PÚBLICO,28045463,ATALAYAS,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.elmolar@educa.madrid.org,918410728,918412095,"","","",http://www.educa.madrid.org/cepa.elmolar,1,Madrid-Norte,28710,450832,4509752,13,de la Macarena,CALLE,"","",086,"Molar, El",440157.3842874543,4474481.943970768,36850.02405583621
PÚBLICO,28045475,JORGE GUILLEN,014,CP INF-PRI,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,COMUNIDAD DE MADRID,cp.jorgeguillen.sanmartindelavega@educa.madrid.org,918958635,918946372,"","","",http://www.educa.madrid.org/cp.jorgeguillen.sanmartindelavega,3,Madrid-Este,28330,450497,4451403,6,de Nuestra Señora de la Vega,AVDA,"","",132,San Martín de la Vega,440157.3842874543,4474481.943970768,25289.233042719196
PRIVADO,28045499,COLEGIO EUROPEO DE MADRID INFANTIL,004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,"COLEGIO EUROPEO DE MADRID, S.L.",daniwams@hotmail.com,"",916371537,916371063,"","",http://www.bebin.es,4,Madrid-Oeste,28231,424815,4487212,k 19,Vía Servicio Ctra de la Coruña,CTRA,"","",127,"Rozas de Madrid, Las",439602.9362934363,4476838.754826255,18063.423685817444
PRIVADO,28045530,SCUOLA MATERNA ITALIANA DE MADRID (ITALIANO),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,ASOCIACION SCUOLA MATERNA ITALIANA DI MADRID,alunnimaterna@scuolaitalianamadrid.org,915530212,915331590,"","","","",5,Madrid-Capital,28003,441046,4477034,1,de Agustín de Betancourt,CALLE,07,Chamberí,079,Madrid,439602.9362934363,4476838.754826255,1456.2120515474742
PRIVADO CONCERTADO,28045542,SANTA ROSALIA,008,EIPR,ESCUELA INFANTIL PRIVADA,PARROQUIA DE STA.ROSALIA,cc.santarosalia.madrid@educa.madrid.org,913001988,913001988,690010214,"","","",5,Madrid-Capital,28043,446509,4479679,36,de Motilla del Palancar,CALLE,16,Hortaleza,079,Madrid,440264.7489361702,4474293.580851064,8245.811710066244
PRIVADO CONCERTADO,28045566,GSD VALLECAS,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA","GREDOS-SAN DIEGO, SDAD. COOP. MADRILEÑA",cc.gredossandiego.madrid@educa.madrid.org,917853822,917853412,917861347,"","",https://www.gsdeducacion.com/,5,Madrid-Capital,28018,443749,4470152,14,del Parque de Palomeras Bajas,AVDA,13,Puente de Vallecas,079,Madrid,440264.7489361702,4474293.580851064,5412.272851741652
PRIVADO,28045578,VERACRUZ,072,CPR INF-PRI-SEC,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",HIJAS DE SANTA MARIA DEL CORAZON DE JESUS,veracruz-es@hsmcj.org,918586256,918585558,918585691,"","",www.hsmcj.org,4,Madrid-Oeste,28260,415936,4491612,s/n,de Escorial,CTRA,"","",061,Galapagar,439602.9362934363,4476838.754826255,27899.330574068383
PRIVADO CONCERTADO,28045581,SANTA MARIA DE LEUCA,004,CPR INF,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,CONGREGACION DE LAS HIJAS DE STA.MARIA DE LEUCA,cc.santamariadeleuca.sanlorenzo@educa.madrid.org,918906719,918901662,"","","",www.escuelasantamariadeleuca.com,4,Madrid-Oeste,28200,403542,4494439,28,Infantes,CALLE,"","",131,San Lorenzo de El Escorial,440264.7489361702,4474293.580851064,41885.536908523725
PÚBLICO,28045608,ARGANZUELA,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.arganzuela.madrid@educa.madrid.org,915395395,915395395,"","","",http://www.educa.madrid.org/cepa.arganzuela.madrid,5,Madrid-Capital,28045,440934,4472438,29,de la Batalla del Salado,CALLE,02,Arganzuela,079,Madrid,440157.3842874543,4474481.943970768,2186.5129591682785
PÚBLICO,28045621,LAS ROZAS,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.lasrozas@educa.madrid.org,917105499,916377064,"","","",http://www.educa.madrid.org/cepa.lasrozas,4,Madrid-Oeste,28231,426308,4483110,44,Doctor Toledo,AVDA,"","",127,"Rozas de Madrid, Las",440157.3842874543,4474481.943970768,16317.131977929106
PÚBLICO,28045633,FRANCISCO DE GOYA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.goya.madrid@educa.madrid.org,914051597,914051101,913401280,"","",http://www.educa.madrid.org/ies.goya.madrid,5,Madrid-Capital,28017,444784,4474395,4,de Santa Irene,CALLE,15,Ciudad Lineal,079,Madrid,440157.3842874543,4474481.943970768,4627.432571699731
PÚBLICO,28045645,PEDRO DE TOLOSA,042,IES,INSTITUTO DE EDUCACIÓN SECUNDARIA,COMUNIDAD DE MADRID,ies.pedrodetolosa.sanmartindevaldeiglesias@educa.madrid.org,918612577,918610145,918611141,"","",http://www.educa.madrid.org/ies.pedrodetolosa.sanmartindevaldeiglesias,2,Madrid-Sur,28680,380747,4468943,1,de los Estudios,CALLE,"","",133,San Martín de Valdeiglesias,440157.3842874543,4474481.943970768,59668.02880516753
PÚBLICO,28045657,MONCLOA,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.moncloa.madrid@educa.madrid.org,915597397,915597397,"","","",http://www.educa.madrid.org/cepa.moncloa.madrid,5,Madrid-Capital,28008,439373,4475171,20,de Juan Álvarez Mendizábal,CALLE,09,Moncloa-Aravaca,079,Madrid,440157.3842874543,4474481.943970768,1044.0579111459617
PÚBLICO,28045669,SAN MARTIN DE LA VEGA,031,CEPA,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,COMUNIDAD DE MADRID,cepa.sanmartindelavega@educa.madrid.org,918947200,918947366,918497317,"","",http://www.educa.madrid.org/cepa.sanmartindelavega,3,Madrid-Este,28330,451150,4451359,2,del Maestro Rodrigo,CALLE,"","",132,San Martín de la Vega,440157.3842874543,4474481.943970768,25602.893158371236
PRIVADO,28045694,SAN CARLOS,021,CPR EE,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,ASOCIACION PADRES DE NIÑOS CIEGOS (A.P.N.I.C.),cc.sancarlos.pozuelodealarcon@educa.madrid.org,913520791,913520791,"","","",http://www.educa.madrid.org/cc.sancarlos.pozuelodealarcon,4,Madrid-Oeste,28224,432303,4478228,1,Felipe de la Guerra,CALLE,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,7430.95364277032
PRIVADO,28045724,SAINT LOUIS DES FRANÇAIS (FRANCES),094,CEXTRAN ESP,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,OBRA SAINT LOUIS DES FRANÇAIS,info@stlouisfrancais.com,"","",913520517,"","","",4,Madrid-Oeste,28223,431187,4476511,1,de Portugalete,CALLE,"","",115,Pozuelo de Alarcón,439602.9362934363,4476838.754826255,8422.31600697287
